installation_id,lat,lon
ES_605,39.7337011,-0.8273481
FI_282,64.883439495,28.908735619
FI_649,65.16793607,25.360271593
FI_137,63.8391421,23.1336845
FI_139,63.838684283,23.048632797
FI_131,60.4034398,25.1041013
FI_129,60.4034398,25.1041013
FI_540,60.4034398,25.1041013
FI_210165,60.376199,25.2651428
FI_132,60.376199,25.2651428
FI_201655,63.0957722,21.6159187
FI_283,64.883439495,28.908735619
FI_33,61.6877956,27.2726569
FI_608,63.0957722,21.6159187
FI_323,63.0957722,21.6159187
FI_135,60.4034398,25.1041013
FI_133,60.4034398,25.1041013
FI_265,60.762301657,24.773057876
FI_264,60.7390089,24.7728148
FI_263,60.7390089,24.7728148
FI_262,60.7390089,24.7728148
FI_511,60.2013804,22.4727614
FI_140,63.838684283,23.048632797
FI_464,63.8391421,23.1336845
FI_284,64.883439495,28.908735619
FI_213880,63.0957722,21.6159187
FI_325,63.0957722,21.6159187
FI_322,63.0957722,21.6159187
FI_324,63.0957722,21.6159187
FI_321,63.133948569,21.587505347
FI_4,63.0957722,21.6159187
FI_138,63.8391421,23.1336845
FI_349,60.445974759,22.35083594
FI_597,62.8778892,24.8007998
FI_600,60.6530502,23.1406187
FI_134,60.376199,25.2651428
FI_478,60.4034398,25.1041013
FI_130,60.4034398,25.1041013
FI_136,60.4034398,25.1041013
FI_37,61.6877956,27.2726569
FI_466,61.2637921,24.0301278
FR_600,43.927603,4.9442687
FR_544,47.4178011,-1.8476112
FR_142,47.1726521,5.1622858
FR_708,48.730158,2.2766735
FR_643,48.9227298,2.2543631
FR_39,49.2350325,2.9834529
FR_53,39.731686,-104.98265
FR_400,46.0345572,4.0729178
FR_115,49.1813403,-0.3635615
FR_478,49.1682805,6.7181281
FR_205936,49.725793,14.587174
FR_205798,49.7576856,2.9087229
FR_714,48.6708729,2.3750351
FR_320,47.0921047,5.4925463
FR_227,49.2577886,4.031926
FR_205729,44.249295,2.5118527
FR_204076,47.84831,-0.9518383
FR_205636,48.9894458,4.3154379
FR_205637,49.0569342,4.577878
FR_205639,49.344191,4.371231
FR_205638,49.1514315,4.2514192
FR_755,48.8565557,2.5290045
FR_673,48.3849647,2.9557006
FR_1095,47.7654098,2.3738968
FR_211959,49.3292,6.18045
FR_488,49.1196964,6.1763552
FR_487,49.110691154,6.222269534
FR_1157,43.7752548,-0.2341865
FR_783,43.1857905,2.5111028
FR_99,43.4339567,-0.6543572
FR_210623,44.6928333,-0.0862892
FR_1155,44.964258,-93.122627
FR_753,48.9031,2.48291
FR_430,45.7578137,4.8320114
FR_914,50.4693066,2.7185236
FR_163,47.3215806,5.0414701
FR_1139,49.5188282,0.534411
FR_454,48.6340871,6.3130958
FR_301,49.3831,1.09163
FR_55,49.7782299,2.9138676
FR_232,48.7479347,4.1678699
FR_837,48.165441,7.5444161
FR_74,45.0121558,-0.5291847
FR_881,43.7624435,1.9887301
FR_638,32.1182188,-84.1974091
FR_802,43.4014434,3.6959771
FR_339,45.8707107,0.8153056
FR_107,44.9015003,-0.5163222
FR_132,49.2031097,-0.3353513
FR_229724,45.0121558,-0.5291847
FR_205885,48.7737116,2.4869009
FR_206367,49.038354,2.8062379
FR_206481,47.2845819,0.7861713
FR_206503,-12.7883902,45.2725533
FR_206502,43.459212362415144,12.238223724171117
FR_650,18.904222067,-69.8122717
FR_662,48.5150876,2.6347018
FR_185,48.1113387,-1.6800198
FR_627,43.4380714,4.945595
FR_556,48.0073849,0.1967849
FR_172,48.3905283,-4.4860088
FR_137,46.3036683,4.8322266
FR_210144,46.3036683,4.8322266
FR_210214,48.8978291,2.369787
FR_210215,48.6396178,2.5064593
FR_213380,48.8841522,2.2368863
FR_615,43.397499,5.033925
FR_1055,46.69356,1.6985695
FR_218080,48.87778,2.1802832
FR_218100,49.3191616,1.1673742
FR_207462,50.2856052,4.042929
FR_79,44.841225,-0.5800364
FR_207226,50.5452102,3.0252819
FR_215180,48.0432406,-1.7082369
FR_348,46.2051192,5.2250324
FR_827,47.8208892,7.5410482
FR_704,48.6241665,2.4289667
FR_1006,50.1147329,3.207531
FR_1163,43.1252298,0.384241
FR_298,49.8337053,1.7189223
FR_796,44.10482705,4.655752285759262
FR_206160,48.6846355,5.7866205
FR_206159,48.5606913,5.0513747
FR_205769,50.9946103,2.2192457
FR_466,48.9025946,6.0547691
FR_695,48.9717033,1.7766633
FR_937,50.7051363,2.12179
FR_486,48.6936221,6.9662495
FR_321,47.124317,5.5618896
FR_70,45.1446287,0.5293881
FR_895,50.5889604,1.6160375
FR_106,44.99331,0.02247
FR_51,49.7185124,2.538101
FR_1025,45.6764688,0.2186769
FR_1070,47.6222754,2.4926961
FR_610,43.8053654,4.6585115
FR_501,48.3640674,6.8652182
FR_206360,50.9946103,2.2192457
FR_455,48.6231282,6.3493799
GB_206083,51.55151,-1.84723
GB_1062,54.8948478,-2.9362311
GB_946,57.166667,-2.666667
GB_974,53.23625,-3.10525
GB_976,53.52968,-2.76176
GB_209925,53.53117,-2.76899
GB_915,53.5927543,-2.2972827
GB_210086,53.5996,-2.29852
GB_743,51.4812,-3.14111
GB_206839,51.5074456,-0.1277653
GB_206838,51.33267,-0.76463
GB_1265,51.5074456,-0.1277653
GB_944,52.51039,-2.12778
GB_187,53.23267,-3.05286
GB_211638,51.5254056,-0.63385545
GB_207557,51.52169,-0.62312
GB_209011,51.5074456,-0.1277653
GB_209768,53.4794892,-2.2451148
GB_206848,51.5219199,-0.6292504
GB_210262,51.522232457,-0.6232704
GB_206962,51.5219199,-0.6292504
GB_210580,53.07734,-2.17631
GB_209013,55.89431,-3.08654
GB_209015,52.9033037,-2.1477653
GB_209014,55.9447392,-2.892623
GB_212400,53.849535833,-3.026991
GB_210085,53.25368,-3.46935
GB_210345,51.522232457,-0.6232704
GB_210465,53.26504,-2.4775999
GB_210515,52.0706,-1.32831
GB_686,57.1482429,-2.0928095
GB_204992,53.58588,-0.65459
GB_206095,51.4812,-3.14111
GB_206096,51.47089,-3.15585
GB_206803,51.5074456,-0.1277653
GB_206801,51.5074456,-0.1277653
GB_206802,51.46763,-0.40118
GB_209939,52.58109,-2.10722
GB_1077,54.343532,-6.261787
